USERID,Date,Transaction Description,Category,Amount,Type
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-06-19,Significant up still management.,Travel,232.35,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-04-01,Space beyond.,Other,1525.81,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-06-29,Able customer figure.,Travel,958.04,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-01-25,Pretty least if.,Health & Fitness,218.2,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-04-30,Lose shoulder spring.,Health & Fitness,1420.58,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-03-10,Piece require.,Utilities,233.08,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-12-24,Or phone.,Shopping,1446.32,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-02-05,Base player data whose.,Travel,419.42,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-11-19,Southern front.,Investment,29.99,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-05-21,Medical buy series walk large.,Food & Drink,7001.39,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-11-19,Bit need allow.,Other,26.56,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-09-06,Life bad soon.,Shopping,789.6,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-01-11,Short congress turn east marriage.,Rent,5185.28,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-05-13,Ground city still.,Other,191.8,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-08-31,Beat light the window.,Investment,2323.04,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-01-31,Thing physical might.,Rent,6215.54,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-06-21,Democratic standard major.,Rent,287.95,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-06-01,Tv budget system book.,Salary,2095.47,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-08-11,Claim move.,Entertainment,2493.39,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-03-24,Or phone.,Health & Fitness,613.13,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-12-05,Assume campaign assume.,Investment,315.1,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-09-10,Relationship your your.,Entertainment,1143.88,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-06-21,Recently again explain court.,Other,571.96,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-08-28,Owner fact wife.,Other,1057.98,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-09-14,Fish either boy between collection.,Entertainment,2776.22,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-06-02,And student give score agree.,Travel,1203.84,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-01-20,Real small.,Utilities,432.45,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-02-29,Goal once let perform international.,Health & Fitness,1156.1,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-08-10,Somebody son suddenly perform.,Salary,554.84,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-11-04,Environment character real middle prove.,Utilities,3149.01,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-03-16,Paper beyond indeed.,Rent,9714.5,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-12-02,Hospital writer can industry.,Rent,164.59,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-03-30,Material produce station visit environmental.,Food & Drink,1624.37,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-12-03,Likely evidence claim.,Travel,7376.31,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-09-20,Course staff personal space.,Investment,603.74,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-08-20,Play woman remain event.,Health & Fitness,9433.64,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-10-11,Assume campaign assume.,Shopping,4536.65,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-09-23,Expert commercial entire resource.,Entertainment,1381.17,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-04-23,Certain camera represent.,Utilities,7777.78,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-06-04,Management necessary process not.,Investment,3992.96,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-08-03,Country approach.,Investment,31.66,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-06-02,Provide car throughout american.,Travel,3222.67,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-02-04,Control piece behavior message wind.,Food & Drink,2264.66,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-06-05,Compare system white magazine after.,Other,857.69,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-07-11,Bit need allow.,Other,193.19,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-07-23,Into notice necessary true message.,Food & Drink,8452.24,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-06-20,Decide cultural start how thank.,Salary,47.13,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-04-07,Day fact modern.,Other,420.18,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-06-09,Very figure drive special.,Utilities,4032.92,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-11-22,Remember carry.,Investment,2258.68,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-08-26,Few spring raise.,Utilities,279.47,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-05-21,Western tend candidate day.,Shopping,1546.89,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-12-06,Us money positive.,Investment,504.54,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-08-20,Push east never size fight.,Other,367.16,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-02-09,Group never.,Travel,2999.14,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-05-11,Life bad soon.,Entertainment,102.68,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-06-09,College manage fund.,Food & Drink,249.31,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-08-05,Discussion detail training fund.,Other,81.03,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-09-18,Finish increase economy middle public.,Other,4626.05,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-06-17,Real small.,Investment,593.32,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-10-31,Occur live take media hot.,Utilities,505.92,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-05-30,Law work.,Health & Fitness,3863.79,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-08-28,Southern front.,Shopping,1534.28,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-08-10,Leg drive second she.,Shopping,1992.01,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-07-06,Build view.,Food & Drink,4884.35,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-06-12,Finish without.,Entertainment,9498.57,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-04-03,Yourself successful defense subject.,Investment,9187.43,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-02-19,Price institution method inside.,Rent,1397.39,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-06-01,Us money positive.,Food & Drink,70.64,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-04-13,Already free.,Shopping,6830.77,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-06-07,Detail data tell.,Utilities,280.79,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-02-18,Day fact modern.,Salary,192.67,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-04-11,True culture.,Entertainment,1416.81,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-10-29,Article service produce political.,Other,490.0,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-07-18,Cut yard knowledge.,Salary,361.71,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-03-14,Tell brother defense list second.,Shopping,1357.93,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-11-27,Doctor news yourself.,Salary,1337.17,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-06-24,Book economic.,Food & Drink,463.1,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-10-19,Space game truth special decision.,Food & Drink,1573.72,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-12-20,Eat tonight run leader.,Other,448.42,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-10-08,Teacher decide possible.,Entertainment,616.85,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-10-08,Ten skin perhaps.,Health & Fitness,180.35,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-02-19,Forget once hope security.,Rent,753.19,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-10-13,Skill successful and.,Rent,7223.77,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-09-05,Notice make.,Other,8842.39,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-01-02,Important source first him.,Travel,3104.8,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-08-28,Soon including important.,Salary,205.3,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-01-02,Recognize media goal.,Salary,4782.15,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-03-24,Discussion detail training fund.,Investment,587.76,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-03-02,With yes nothing.,Utilities,1575.33,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-07-23,Data exist.,Investment,3031.0,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-05-19,Show recently decide last.,Rent,326.19,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-10-30,Assume campaign assume.,Utilities,2068.13,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-06-16,Some gun ahead certainly act.,Investment,430.05,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-08-09,Little happy final population.,Utilities,644.15,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-12-02,Not friend federal forget bit.,Health & Fitness,134.28,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-10-30,Clear single expect.,Entertainment,337.91,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-02-05,Woman daughter hospital move.,Food & Drink,209.88,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-01-10,State none production defense your.,Investment,2008.92,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-04-26,Owner fact wife.,Food & Drink,3154.75,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-02-08,Positive free case.,Salary,228.47,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-12-11,Material produce station visit environmental.,Shopping,377.79,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-12-09,Not friend federal forget bit.,Food & Drink,488.52,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-08-23,Lose shoulder spring.,Food & Drink,8164.16,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-04-19,Concern should recent across.,Food & Drink,682.15,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-06-10,Decision where foreign trial.,Shopping,221.31,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-08-26,Price certain down standard nice.,Health & Fitness,1608.49,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-05-27,Cut yard knowledge.,Rent,7352.51,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-01-16,Information though red.,Health & Fitness,1985.77,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-04-04,Eight bed fill.,Health & Fitness,234.31,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-01-07,Relationship your your.,Utilities,1118.1,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-03-29,Story case.,Rent,495.82,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-08-15,Listen against coach.,Shopping,314.76,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-08-16,Open million house enough.,Rent,1787.11,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-06-27,Allow news.,Shopping,2294.02,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-06-17,Own test too imagine.,Health & Fitness,1645.58,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-09-12,Decide cultural start how thank.,Entertainment,984.13,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-04-04,Strategy fight institution.,Travel,2716.86,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-05-25,Country little reality level.,Health & Fitness,3892.38,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-04-29,Different international sell several.,Utilities,4852.54,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-05-10,Short congress turn east marriage.,Food & Drink,1724.52,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-08-17,Employee become happy water bring.,Food & Drink,786.35,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-09-04,Gas teacher national weight all.,Travel,2172.07,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-05-03,Ten skin perhaps.,Shopping,29.16,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-09-03,Quite as when.,Food & Drink,2523.01,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-02-28,Certain camera represent.,Investment,2905.3,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-11-15,Magazine yard instead town.,Rent,605.9,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-05-07,Gas with policy cut.,Travel,684.85,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-04-26,Piece require.,Investment,6281.4,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-10-14,Stop unit might job close.,Health & Fitness,405.58,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-02-29,Picture evidence.,Entertainment,6875.37,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-06-16,Born same usually.,Investment,4902.99,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-12-24,Ago race quite hour.,Travel,1546.26,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-12-24,Peace wind guess.,Food & Drink,831.87,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-08-16,East list when.,Shopping,243.59,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-11-16,Increase consider.,Food & Drink,2461.84,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-05-17,Woman whose already.,Investment,8650.06,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-08-23,Market specific property coach.,Food & Drink,6143.2,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-04-27,East list when.,Food & Drink,3887.05,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-09-06,Recently again explain court.,Health & Fitness,2538.36,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-07-01,Project can.,Rent,515.98,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-10-26,Goal once let perform international.,Travel,202.44,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-08-06,Face mission brother figure hear.,Health & Fitness,1823.33,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-05-12,True culture.,Health & Fitness,498.71,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-03-11,One shoulder administration.,Food & Drink,238.45,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-01-18,Main opportunity particularly question.,Food & Drink,810.91,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-08-24,Fear song save.,Shopping,4233.08,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-10-12,Military onto blue activity.,Utilities,106.44,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-12-17,Pretty least if.,Travel,433.41,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-07-03,On must certainly.,Salary,588.18,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-04-21,Degree enter father of source.,Utilities,2120.93,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-04-02,Beat light the window.,Investment,760.83,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-01-03,Picture evidence.,Utilities,992.2,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-07-25,Hope floor include.,Rent,596.82,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-07-26,Sell only manage.,Salary,116.02,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-04-30,Remember carry.,Salary,515.92,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-06-08,New type pm.,Salary,2888.13,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-08-24,Yeah exist behavior necessary miss.,Salary,57.07,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-03-18,Seven project chance road.,Investment,674.82,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-06-28,Pressure activity defense detail.,Salary,2976.01,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-08-24,Doctor fine be.,Shopping,59.67,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-07-09,Or phone.,Food & Drink,1423.74,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-06-20,Training account evidence month.,Food & Drink,3191.68,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-07-28,Different international sell several.,Investment,700.11,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-06-10,Environment character real middle prove.,Food & Drink,1728.33,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-04-02,My serious whatever miss seek.,Travel,394.26,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-05-05,Country little reality level.,Investment,280.81,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-02-24,Space beyond.,Health & Fitness,496.07,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-10-04,Be move fly open.,Other,6835.09,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-03-12,Space moment travel these least.,Travel,482.19,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-05-11,Despite energy company.,Investment,970.72,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-07-28,Nearly care base.,Health & Fitness,2254.69,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-01-22,Forget once hope security.,Investment,1662.79,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-07-29,Thousand live land hard.,Investment,2758.15,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-03-24,Agreement someone.,Shopping,1066.58,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-02-13,Significant up still management.,Food & Drink,1454.0,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-10-31,Including let result spend.,Health & Fitness,1906.35,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-11-30,Space moment travel these least.,Entertainment,7283.12,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-08-16,Five store ask data.,Other,1347.06,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-11-02,Be move fly open.,Other,3021.81,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-12-22,Occur live take media hot.,Investment,297.18,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-05-12,Rule success.,Health & Fitness,2191.07,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-10-18,Country little reality level.,Food & Drink,202.58,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-02-27,Rate society floor long same.,Rent,2492.33,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-12-30,Thousand live land hard.,Investment,588.29,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-02-09,Bed report item.,Utilities,411.91,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-04-01,Wide shoulder according strong.,Food & Drink,306.91,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-09-15,Concern should recent across.,Shopping,1452.4,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-10-18,Eat tonight run leader.,Investment,6207.46,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-02-24,Skill successful and.,Shopping,62.22,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-05-15,Clear single expect.,Utilities,1787.44,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-05-14,Fear song save.,Salary,4536.54,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-07-30,Quite as when.,Utilities,2254.34,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-05-05,Ball theory prepare much throughout.,Investment,2806.06,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-04-30,Recognize media goal.,Health & Fitness,3439.78,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-04-17,Nearly care base.,Salary,341.98,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-06-05,Wrong difficult.,Investment,1940.91,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-12-30,Project can.,Rent,806.74,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-04-11,Democratic standard major.,Shopping,4901.74,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-11-03,Right analysis mention.,Health & Fitness,3732.11,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-02-17,Positive free case.,Utilities,2747.79,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-05-24,Open million house enough.,Other,4330.78,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-10-04,Including let result spend.,Shopping,607.92,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-08-19,Gas teacher national weight all.,Travel,837.64,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-12-02,Notice make.,Salary,378.16,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-12-13,Despite energy company.,Other,995.24,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-02-09,Outside with each animal.,Travel,153.86,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-09-27,Clear single expect.,Investment,691.6,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-06-12,Peace wind guess.,Entertainment,3599.06,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-09-25,Already free.,Food & Drink,223.1,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-02-01,Remain seven marriage.,Other,6093.15,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-08-31,Himself fire heavy.,Salary,1383.03,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-04-03,Smile ever bag single.,Travel,1341.13,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-12-22,Price certain down standard nice.,Travel,130.15,Income
